"","Soil_Type",".","CT","MP","p","d","Corrected_size","Genome","till2","till3","lg","p2"
"37","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4518809.4468,"GCA_003134785.1_dataset","MP",1,6.65502402799902,"*****"
"38","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,5293855.2922,"GCA_003168335.1_dataset","MP",1,6.72377206566613,"*****"
"39","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4029077.6838,"GCA_003218305.1_dataset","CT",0,6.60520564100973,"*****"
"40","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4029077.6838,"GCA_003218305.1_dataset","MP",1,6.60520564100973,"*****"
"41","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4557102.0152,"GCA_003223025.1_dataset","MP",1,6.65868875079937,"*****"
"42","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,5128200.1395,"GCA_003223455.1_dataset","CT",0,6.70996496615669,"*****"
"43","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3533833.4502,"GCA_003243275.1_dataset","CT",0,6.54824607732593,"*****"
"44","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,8742044.0765,"GCA_003248315.1_dataset","MP",1,6.9416129918279,"*****"
"45","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3104855,"GCA_003248655.1_dataset","CT",0,6.49204132297627,"*****"
"46","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,6908559.6692,"GCA_003265685.1_dataset","CT",0,6.83938751294285,"*****"
"47","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,8657350.19,"GCA_003719395.1_dataset","MP",1,6.93738498509366,"*****"
"48","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3549519,"GCA_003724185.1_dataset","MP",1,6.55016950522438,"*****"
"49","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7523024,"GCA_004000515.1_dataset","MP",1,6.87639244731047,"*****"
"50","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,6863758,"GCA_004017535.1_dataset","CT",0,6.8365619629063,"*****"
"51","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7174654,"GCA_004020105.1_dataset","CT",0,6.85580096191976,"*****"
"52","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,6818903,"GCA_004020315.1_dataset","CT",0,6.8337145125792,"*****"
"53","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7244245,"GCA_004020365.1_dataset","CT",0,6.85999312970784,"*****"
"54","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,6994073.3374,"GCA_004020545.1_dataset","CT",0,6.84473018185672,"*****"
"55","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7669013,"GCA_004020645.1_dataset","CT",0,6.88473947395733,"*****"
"56","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,6665562,"GCA_004020875.1_dataset","CT",0,6.82383677238591,"*****"
"57","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4903484,"GCA_004299445.1_dataset","CT",0,6.69050476254152,"*****"
"58","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4903484,"GCA_004299445.1_dataset","MP",1,6.69050476254152,"*****"
"59","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,2859715.074,"GCA_004366385.1_dataset","MP",1,6.45632276461372,"*****"
"60","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4450792.189,"GCA_004799395.1_dataset","CT",0,6.64843731720378,"*****"
"61","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,5356102.0596,"GCA_004799405.1_dataset","CT",0,6.72884884382519,"*****"
"62","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,6251908.1283,"GCA_004799445.1_dataset","CT",0,6.79601258744288,"*****"
"63","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3034238.9987,"GCA_004799495.1_dataset","CT",0,6.48204978598553,"*****"
"64","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3034238.9987,"GCA_004799495.1_dataset","MP",1,6.48204978598553,"*****"
"65","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4726117.1867,"GCA_004799515.1_dataset","CT",0,6.6745044860027,"*****"
"66","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,6902289,"GCA_004962245.1_dataset","CT",0,6.83899313931908,"*****"
"67","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,6761743.0164,"GCA_004962925.1_dataset","CT",0,6.83005866115317,"*****"
"68","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7056689,"GCA_004963905.1_dataset","CT",0,6.84860097777704,"*****"
"69","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,6169363.626,"GCA_005063415.1_dataset","CT",0,6.79024036857616,"*****"
"70","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4563294.8014,"GCA_005882155.1_dataset","CT",0,6.65927852629745,"*****"
"71","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4346509.1585,"GCA_005884715.1_dataset","CT",0,6.63814059906112,"*****"
"72","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4346509.1585,"GCA_005884715.1_dataset","MP",1,6.63814059906112,"*****"
"73","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3596134.5775,"GCA_006438735.1_dataset","CT",0,6.55583593588989,"*****"
"74","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3596134.5775,"GCA_006438735.1_dataset","MP",1,6.55583593588989,"*****"
"75","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,10461884.505,"GCA_007858575.1_dataset","MP",1,7.01960992128136,"*****"
"76","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,5664599.4736,"GCA_007994965.1_dataset","CT",0,6.7531692076584,"*****"
"77","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4624844,"GCA_008123405.1_dataset","CT",0,6.6650970881925,"*****"
"78","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,5476462.9454,"GCA_009377755.1_dataset","CT",0,6.73850015351134,"*****"
"79","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,2691451.7316,"GCA_009694265.1_dataset","CT",0,6.42998659559969,"*****"
"80","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,2652897.8252,"GCA_009694375.1_dataset","MP",1,6.4237205237078,"*****"
"81","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7083172,"GCA_011170125.1_dataset","MP",1,6.85022778785852,"*****"
"82","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,5136835.8504,"GCA_013140775.1_dataset","MP",1,6.71069568789593,"*****"
"83","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4155120,"GCA_013141175.1_dataset","MP",1,6.61858357073993,"*****"
"84","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3616553.9881,"GCA_013213745.1_dataset","MP",1,6.55829495265142,"*****"
"85","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,2861292.6916,"GCA_013297645.1_dataset","CT",0,6.45656228557355,"*****"
"86","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4827368.7763,"GCA_013377015.1_dataset","CT",0,6.68371047706492,"*****"
"87","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,5018496.8316,"GCA_013697045.1_dataset","MP",1,6.7005736542965,"*****"
"88","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,2323654.2868,"GCA_013816325.1_dataset","CT",0,6.3661715142073,"*****"
"89","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,2824571.4289,"GCA_013816585.1_dataset","CT",0,6.450952561825,"*****"
"90","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,2824571.4289,"GCA_013816585.1_dataset","MP",1,6.450952561825,"*****"
"91","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4365677.432,"GCA_013817365.1_dataset","CT",0,6.64005164372362,"*****"
"92","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,2457668.715,"GCA_013817375.1_dataset","CT",0,6.39052334114444,"*****"
"93","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,2457668.715,"GCA_013817375.1_dataset","MP",1,6.39052334114444,"*****"
"94","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3694968.6939,"GCA_013820855.1_dataset","CT",0,6.56761076313028,"*****"
"95","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3124405.0805,"GCA_013821025.1_dataset","CT",0,6.49476733532724,"*****"
"96","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3124405.0805,"GCA_013821025.1_dataset","MP",1,6.49476733532724,"*****"
"97","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,2446217.5973,"GCA_013823625.1_dataset","CT",0,6.38849508602139,"*****"
"98","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3635102.643,"GCA_013911755.1_dataset","CT",0,6.56051667837501,"*****"
"99","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,1928395.2516,"GCA_014190475.1_dataset","CT",0,6.28519605342368,"*****"
"100","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4599279.6486,"GCA_014218215.1_dataset","MP",1,6.662689816652,"*****"
"101","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,11193540.5595,"GCA_014284505.1_dataset","MP",1,7.04896747725637,"*****"
"102","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,2963044.205,"GCA_014360395.1_dataset","MP",1,6.47173813067154,"*****"
"103","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3217039.2792,"GCA_014635065.1_dataset","MP",1,6.50745636355527,"*****"
"104","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3749451,"GCA_014636175.1_dataset","MP",1,6.57396768236101,"*****"
"105","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,5082645,"GCA_014636935.1_dataset","CT",0,6.70608977723661,"*****"
"106","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3338229.7368,"GCA_014639655.1_dataset","CT",0,6.52351622149579,"*****"
"107","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4935964.6152,"GCA_014640615.1_dataset","CT",0,6.69337203767866,"*****"
"108","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3855782,"GCA_014641735.1_dataset","MP",1,6.58611247158105,"*****"
"109","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3401038.956,"GCA_014643695.1_dataset","CT",0,6.53161160643403,"*****"
"110","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4354591.7877,"GCA_014644495.1_dataset","MP",1,6.63894744920392,"*****"
"111","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3936280,"GCA_014644555.1_dataset","MP",1,6.59508598359311,"*****"
"112","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3023542,"GCA_014645015.1_dataset","CT",0,6.48051600576536,"*****"
"113","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,2832359.3966,"GCA_014645235.1_dataset","CT",0,6.45214835991359,"*****"
"114","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3690715.0346,"GCA_014645315.1_dataset","MP",1,6.56711051399045,"*****"
"115","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,11559237,"GCA_014645815.1_dataset","MP",1,7.06292916819992,"*****"
"116","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,6540759.7455,"GCA_014645895.1_dataset","MP",1,6.81562819696564,"*****"
"117","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3234703.8114,"GCA_014646015.1_dataset","CT",0,6.50983452025554,"*****"
"118","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,8492734,"GCA_014646055.1_dataset","MP",1,6.92904752180744,"*****"
"119","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,9209394,"GCA_014646255.1_dataset","MP",1,6.96423105352857,"*****"
"120","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7834107,"GCA_014646275.1_dataset","MP",1,6.89398949894432,"*****"
"121","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7680563.9796,"GCA_014646295.1_dataset","MP",1,6.88539311120798,"*****"
"122","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3560873.7556,"GCA_014646375.1_dataset","CT",0,6.55155657681433,"*****"
"123","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3560873.7556,"GCA_014646375.1_dataset","MP",1,6.55155657681433,"*****"
"124","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4710213.93,"GCA_014646815.1_dataset","MP",1,6.67304063250227,"*****"
"125","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,3833776.3393,"GCA_014647495.1_dataset","MP",1,6.58362677274623,"*****"
"126","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4652823,"GCA_014647595.1_dataset","MP",1,6.66771653166815,"*****"
"127","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,2797231.6952,"GCA_014647715.1_dataset","MP",1,6.44672844055078,"*****"
"128","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,10696112,"GCA_014647875.1_dataset","MP",1,7.02922594181632,"*****"
"129","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7896808,"GCA_014648075.1_dataset","MP",1,6.89745157886982,"*****"
"130","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7542379,"GCA_014648195.1_dataset","MP",1,6.87750835165394,"*****"
"131","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7612997,"GCA_014648355.1_dataset","MP",1,6.88155565865398,"*****"
"132","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7067499.975,"GCA_014648415.1_dataset","MP",1,6.84926581562532,"*****"
"133","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,9752365.0224,"GCA_014648475.1_dataset","MP",1,6.98910994817301,"*****"
"134","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,9555623.593,"GCA_014648495.1_dataset","MP",1,6.98025903405579,"*****"
"135","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7692265,"GCA_014648515.1_dataset","MP",1,6.8860542373521,"*****"
"136","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,8318118.7788,"GCA_014648555.1_dataset","MP",1,6.92002511759288,"*****"
"137","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,8994303,"GCA_014648615.1_dataset","MP",1,6.95396751398703,"*****"
"138","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,9152560.3743,"GCA_014648635.1_dataset","MP",1,6.96154260235978,"*****"
"139","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,9830030.1246,"GCA_014648655.1_dataset","MP",1,6.9925548487505,"*****"
"140","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,4444711,"GCA_014648735.1_dataset","MP",1,6.64784352791914,"*****"
"141","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7000866,"GCA_014648775.1_dataset","MP",1,6.84515176512266,"*****"
"142","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,8533327,"GCA_014648795.1_dataset","MP",1,6.93111838826413,"*****"
"143","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7870528,"GCA_014648815.1_dataset","MP",1,6.89600386829231,"*****"
"144","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,8033604.2801,"GCA_014648875.1_dataset","MP",1,6.90491043541139,"*****"
"145","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,10444272,"GCA_014648915.1_dataset","MP",1,7.01887817362207,"*****"
"146","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,9073213,"GCA_014648995.1_dataset","MP",1,6.95776110636266,"*****"
"147","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7730832.0059,"GCA_014649015.1_dataset","MP",1,6.88822623597871,"*****"
"148","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7564582,"GCA_014649035.1_dataset","MP",1,6.87878493498856,"*****"
"149","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,8904200,"GCA_014649075.1_dataset","MP",1,6.94959490625937,"*****"
"150","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7807416,"GCA_014649155.1_dataset","MP",1,6.89250732035241,"*****"
"151","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,8295319,"GCA_014649295.1_dataset","MP",1,6.91883309165946,"*****"
"152","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,6796704,"GCA_014649335.1_dataset","MP",1,6.83229835658317,"*****"
"153","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,10609595,"GCA_014649375.1_dataset","MP",1,7.02569880589736,"*****"
"154","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,9249383,"GCA_014649495.1_dataset","MP",1,6.96611276315714,"*****"
"155","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7756273.5498,"GCA_014649535.1_dataset","MP",1,6.88965311746104,"*****"
"156","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,8246570,"GCA_014649555.1_dataset","MP",1,6.91627334978371,"*****"
"157","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,7451689,"GCA_014649575.1_dataset","MP",1,6.87225472110312,"*****"
"158","RAS",0.166264190496963,6.66558742455095,6.80475018564588,4.630157721932e-94,0.836997796572865,9711080,"GCA_014649655.1_dataset","MP",1,6.98726753186041,"*****"
